"","embryo","prop.aneu","prob.meio","prob.mito","dispersal","euploid","mosaic","aneuploid"
"92",2,0.6260156,0.432019381,0.04449149,1,0.04,0.5,0.46
"93",3,0.6866016,0.377620134,0.08981703,1,0.02,0.56,0.42
"94",4,0.8155469,0.14752507,0.17943965,1,0,0.59,0.41
"95",5,0.8158203,0.146025928,0.17870574,1,0,0.58,0.42
"96",6,0.7859375,0.003130742,0.17198272,1,0,0.6,0.4
"97",7,0.5991016,0.438025867,0.05178644,1,0.07,0.49,0.44
"98",8,0.4800391,0.453399331,0.01079142,1,0.37,0.19,0.44
"99",9,0.5426953,0.33947992,0.0309028,1,0.18,0.39,0.43
"100",10,0.5953125,0.386190373,0.04718295,1,0.1,0.5,0.4
"101",1,0.4965625,0.4337275,0.009190833,1,0.42,0.13,0.45
"102",2,0.4110547,0.4451344,0.002556856,1,0.57,0.03,0.4
"103",3,0.4514453,0.3124755,0.023096446,1,0.31,0.35,0.34
"104",4,0.6831641,0.6164159,0.025064102,1,0.15,0.24,0.61
"105",5,0.4988672,0.4083303,0.020071149,1,0.31,0.28,0.41
"106",6,0.4533984,0.4304095,0.003555652,1,0.49,0.07,0.44
"107",7,0.5602734,0.4957974,0.022256843,1,0.27,0.26,0.47
"108",8,0.6617188,0.6046971,0.019597805,1,0.15,0.26,0.59
"109",9,0.3863672,0.2948286,0.009305784,1,0.47,0.19,0.34
"110",10,0.6835156,0.5976158,0.019604444,1,0.17,0.21,0.62
"111",1,0.4314062,0.4401508,0.005574335,1,0.5,0.09,0.41
"112",2,0.5597656,0.4475659,0.008863313,1,0.35,0.12,0.53
"113",3,0.6488281,0.555538,0.019683944,1,0.2,0.22,0.58
"114",4,0.5266016,0.417839,0.016553768,1,0.26,0.28,0.46
"115",5,0.4033203,0.3344005,0.016318305,1,0.32,0.37,0.31
"116",6,0.6341797,0.5920822,0.033578077,1,0.15,0.33,0.52
"117",7,0.5367578,0.408455,0.021858201,1,0.23,0.32,0.45
"118",8,0.3083203,0.2430306,0.004992208,1,0.6,0.12,0.28
"119",9,0.6389844,0.6006266,0.031846903,1,0.15,0.29,0.56
"120",10,0.3898047,0.2280639,0.011376346,1,0.41,0.24,0.35
"121",1,0.5411328,0.4780992,0.009875585,1,0.36,0.14,0.5
"122",2,0.6460547,0.5407854,0.026712253,1,0.17,0.26,0.57
"123",3,0.5181641,0.4306696,0.00886618,1,0.39,0.12,0.49
"124",4,0.6626953,0.6402462,0.00653618,1,0.3,0.06,0.64
"125",5,0.5725,0.5091127,0.008685576,1,0.33,0.13,0.54
"126",6,0.3717187,0.3413644,0.020409605,1,0.31,0.44,0.25
"127",7,0.5626562,0.5620004,0.006603344,1,0.39,0.06,0.55
"128",8,0.3983984,0.4725248,0.002377411,1,0.55,0.06,0.39
"129",9,0.4027344,0.2387178,0.019773352,1,0.33,0.35,0.32
"130",10,0.3412891,0.3114406,0.013610297,1,0.51,0.22,0.27
"131",1,0.5598437,0.455217,0.0055332691,1,0.37,0.09,0.54
"132",2,0.39125,0.252449,0.0255459258,1,0.33,0.43,0.24
"133",3,0.3138281,0.3026659,0.0075098199,1,0.56,0.16,0.28
"134",4,0.4075781,0.4029646,0.0195973958,1,0.37,0.31,0.32
"135",5,0.5348828,0.5377392,0.0209339315,1,0.24,0.31,0.45
"136",6,0.6617188,0.6458607,0.0216906869,1,0.14,0.26,0.6
"137",7,0.6063672,0.4655671,0.0224945638,1,0.14,0.35,0.51
"138",8,0.5994141,0.5881832,0.0061585326,1,0.38,0.04,0.58
"139",9,0.3089062,0.1971654,0.0141236631,1,0.42,0.34,0.24
"140",10,0.5019531,0.3797932,0.0009165206,1,0.49,0.01,0.5
"141",1,0.4478125,0.4443022,0.013528185,1,0.36,0.25,0.39
"142",2,0.3575781,0.3359762,0.010595969,1,0.45,0.24,0.31
"143",3,0.6432031,0.4698794,0.028294511,1,0.19,0.26,0.55
"144",4,0.5314453,0.5656481,0.005417285,1,0.38,0.11,0.51
"145",5,0.5985938,0.5270907,0.012668046,1,0.31,0.14,0.55
"146",6,0.5680078,0.5119844,0.007737828,1,0.35,0.12,0.53
"147",7,0.3707031,0.4139104,0.007219729,1,0.53,0.13,0.34
"148",8,0.6457812,0.5493568,0.027524719,1,0.16,0.27,0.57
"149",9,0.6602734,0.5259019,0.023360871,1,0.16,0.25,0.59
"150",10,0.6102344,0.4509587,0.020439181,1,0.24,0.23,0.53
"151",1,0.5128516,0.5213638,0.026067315,1,0.2,0.4,0.4
"152",2,0.6298438,0.5317529,0.006495736,1,0.31,0.08,0.61
"153",3,0.4129687,0.3203259,0.018827816,1,0.34,0.34,0.32
"154",4,0.5478516,0.5353023,0.016672848,1,0.27,0.25,0.48
"155",5,0.6086719,0.4739429,0.026934693,1,0.17,0.32,0.51
"156",6,0.525625,0.3966231,0.007441444,1,0.38,0.13,0.49
"157",7,0.5751172,0.4547951,0.031893912,1,0.2,0.34,0.46
"158",8,0.3337891,0.2335665,0.014774946,1,0.42,0.33,0.25
"159",9,0.4795313,0.3215493,0.018344861,1,0.34,0.24,0.42
"160",10,0.4374219,0.3486032,0.016455845,1,0.32,0.34,0.34
"161",1,0.4100781,0.4131657,9.973301e-05,1,0.59,0,0.41
"162",2,0.5,0.5115083,0.002302265,1,0.5,0.01,0.49
"163",3,0.4112109,0.4101631,0.001702075,1,0.53,0.07,0.4
"164",4,0.6782812,0.5233184,0.01239772,1,0.23,0.13,0.64
"165",5,0.4426172,0.4639417,0.01103903,1,0.4,0.21,0.39
"166",6,0.4524609,0.4351795,0.009623548,1,0.4,0.19,0.41
"167",7,0.4654297,0.3916099,0.01569681,1,0.33,0.28,0.39
"168",8,0.4250781,0.2975544,0.01703574,1,0.32,0.34,0.34
"169",9,0.6324219,0.5406839,0.01318833,1,0.28,0.12,0.6
"170",10,0.4244141,0.4002792,0.02000691,1,0.31,0.37,0.32
"171",1,0.4231641,0.4543652,0.0007376343,1,0.55,0.03,0.42
"172",2,0.4097656,0.4249639,0.0055965283,1,0.56,0.05,0.39
"173",3,0.6327344,0.5839382,0.0118535766,1,0.29,0.11,0.6
"174",4,0.7353906,0.6407149,0.0252901632,1,0.12,0.21,0.67
"175",5,0.6632031,0.6225611,0.0145803257,1,0.23,0.14,0.63
"176",6,0.6076563,0.6225237,0.0105443774,1,0.29,0.13,0.58
"177",7,0.548125,0.5617768,0.0119095547,1,0.35,0.14,0.51
"178",8,0.3575781,0.3866657,0.003362501,1,0.59,0.07,0.34
"179",9,0.6357031,0.4776869,0.026622097,1,0.16,0.28,0.56
"180",10,0.3578906,0.2746266,0.0165245214,1,0.38,0.36,0.26
"181",1,0.4984766,0.4428065,0.019710935,1,0.31,0.27,0.42
"182",2,0.3296094,0.2564534,0.014060863,1,0.4,0.33,0.27
"183",3,0.4267187,0.4554624,0.005498945,1,0.48,0.12,0.4
"184",4,0.4508594,0.4014313,0.015482367,1,0.37,0.25,0.38
"185",5,0.4782031,0.3264105,0.024760206,1,0.27,0.35,0.38
"186",6,0.5122266,0.53523,0.012830355,1,0.31,0.23,0.46
"187",7,0.645,0.5860079,0.0145319,1,0.26,0.14,0.6
"188",8,0.3965625,0.3779826,0.011332947,1,0.46,0.2,0.34
"189",9,0.4534375,0.4701684,0.006370651,1,0.48,0.09,0.43
"190",10,0.6362109,0.6439105,0.013861403,1,0.23,0.18,0.59
"191",1,0.6039453,0.4957986,0.007351037,1,0.38,0.04,0.58
"192",2,0.4805859,0.6018357,0.008257579,1,0.42,0.13,0.45
"193",3,0.4039453,0.3273774,0.021254703,1,0.31,0.39,0.3
"194",4,0.6454297,0.596846,0.004419781,1,0.3,0.07,0.63
"195",5,0.5187109,0.4944322,0.016288675,1,0.32,0.23,0.45
"196",6,0.5907813,0.5708288,0.019613985,1,0.2,0.28,0.52
"197",7,0.3730469,0.3554484,0.003041412,1,0.56,0.08,0.36
"198",8,0.4548047,0.3032329,0.02425353,1,0.32,0.33,0.35
"199",9,0.5942578,0.5341389,0.02119291,1,0.22,0.26,0.52
"200",10,0.4475781,0.4492162,0.003499189,1,0.46,0.11,0.43
"201",1,0.7698047,0.5403392,0.070687644,1,0.02,0.41,0.57
"202",2,0.5825391,0.5621536,0.021051317,1,0.2,0.28,0.52
"203",3,0.7251172,0.5498948,0.056585514,1,0.05,0.38,0.57
"204",4,0.3839453,0.3566564,0.013543243,1,0.48,0.19,0.33
"205",5,0.5275,0.372988,0.024154821,1,0.16,0.43,0.41
"206",6,0.8062891,0.5299421,0.108099059,1,0.02,0.39,0.59
"207",7,0.7625,0.6825153,0.045600765,1,0.05,0.29,0.66
"208",8,0.34,0.3270586,0.004452198,1,0.56,0.12,0.32
"209",9,0.6028906,0.5065645,0.026457397,1,0.21,0.27,0.52
"210",10,0.5927344,0.4102266,0.041951698,1,0.11,0.46,0.43
"211",1,0.5279297,0.53069,0.002504038,1,0.45,0.03,0.52
"212",2,0.6620703,0.6385649,0.022979987,1,0.18,0.21,0.61
"213",3,0.3031641,0.2878573,0.006107137,1,0.53,0.21,0.26
"214",4,0.3775781,0.2485768,0.019664182,1,0.33,0.42,0.25
"215",5,0.5463672,0.5037523,0.012835049,1,0.33,0.17,0.5
"216",6,0.6296094,0.5352486,0.009527655,1,0.24,0.18,0.58
"217",7,0.618125,0.5890525,0.023640841,1,0.16,0.32,0.52
"218",8,0.6414062,0.6204552,0.017922946,1,0.2,0.21,0.59
"219",9,0.4779297,0.4569771,0.007129066,1,0.41,0.16,0.43
"220",10,0.2958203,0.2420368,0.012842336,1,0.44,0.34,0.22
"221",1,0.4048438,0.291137,0.021843857,1,0.35,0.36,0.29
"222",2,0.5810156,0.5215621,0.026236193,1,0.2,0.32,0.48
"223",3,0.3880469,0.2980443,0.01634191,1,0.41,0.28,0.31
"224",4,0.4671484,0.4742376,0.009788739,1,0.43,0.14,0.43
"225",5,0.5928906,0.4580493,0.023002109,1,0.18,0.3,0.52
"226",6,0.6399219,0.6291457,0.017862052,1,0.25,0.15,0.6
"227",7,0.3787891,0.3179929,0.00450114,1,0.58,0.06,0.36
"228",8,0.4353906,0.4193779,0.012990266,1,0.44,0.17,0.39
"229",9,0.6032812,0.4615802,0.024765169,1,0.22,0.25,0.53
"230",10,0.4259375,0.3668875,0.006107452,1,0.45,0.16,0.39
"231",1,0.4873438,0.3831105,0.01394914,1,0.33,0.24,0.43
"232",2,0.4683594,0.4999954,0.0017694684,1,0.51,0.03,0.46
"233",3,0.5801953,0.5049568,5.96107e-05,1,0.42,0,0.58
"234",4,0.6665625,0.6783899,0.0119617337,1,0.22,0.14,0.64
"235",5,0.6655078,0.690439,0.0080183593,1,0.3,0.05,0.65
"236",6,0.5509766,0.4807787,0.0171469562,1,0.31,0.2,0.49
"237",7,0.3723437,0.3112537,0.015871255,1,0.33,0.38,0.29
"238",8,0.6372656,0.5868388,0.0038665377,1,0.31,0.06,0.63
"239",9,0.4426953,0.3701183,0.0154195502,1,0.31,0.33,0.36
"240",10,0.4739062,0.4731528,0.004363572,1,0.46,0.08,0.46
"241",1,0.6848828,0.38025897,0.090817318,1,0.05,0.55,0.4
"242",2,0.8044141,0.05278782,0.174379829,1,0,0.58,0.42
"243",3,0.7933203,0.26112238,0.147576703,1,0,0.55,0.45
"244",4,0.5640625,0.43079935,0.037547776,1,0.13,0.45,0.42
"245",5,0.7393359,0.43931202,0.115574934,1,0.02,0.57,0.41
"246",6,0.5871094,0.49141,0.037341117,1,0.05,0.5,0.45
"247",7,0.8223828,0.06086181,0.197295706,1,0,0.55,0.45
"248",8,0.4333984,0.35258311,0.008273605,1,0.49,0.11,0.4
"249",9,0.5557813,0.41660577,0.027041249,1,0.17,0.38,0.45
"250",10,0.5542969,0.4111837,0.033014576,1,0.16,0.44,0.4
"251",1,0.7328516,0.6986728,0.016951254,1,0.12,0.19,0.69
"252",2,0.7482422,0.7218995,0.020165452,1,0.12,0.17,0.71
"253",3,0.6805859,0.6104824,0.010728239,1,0.24,0.11,0.65
"254",4,0.7312109,0.648467,0.031365654,1,0.12,0.22,0.66
"255",5,0.7133203,0.6503324,0.030499401,1,0.12,0.23,0.65
"256",6,0.7758984,0.70125,0.038097329,1,0.07,0.24,0.69
"257",7,0.5277734,0.3150287,0.016743811,1,0.27,0.28,0.45
"258",8,0.4466406,0.4662495,0.008925763,1,0.45,0.14,0.41
"259",9,0.5843359,0.50701,0.015870904,1,0.24,0.22,0.54
"260",10,0.7820312,0.7403386,0.032440352,1,0.08,0.2,0.72
"261",1,0.5213281,0.4602829,0.007968223,1,0.42,0.08,0.5
"262",2,0.4572656,0.3854484,0.014692517,1,0.39,0.21,0.4
"263",3,0.4273828,0.2498839,0.016143952,1,0.38,0.27,0.35
"264",4,0.4457031,0.4333257,0.017226286,1,0.32,0.31,0.37
"265",5,0.5310156,0.4327715,0.012171008,1,0.34,0.18,0.48
"266",6,0.4724219,0.4063227,0.01132025,1,0.35,0.22,0.43
"267",7,0.5671875,0.4594554,0.013880415,1,0.26,0.23,0.51
"268",8,0.3977734,0.4272967,0.005110932,1,0.57,0.05,0.38
"269",9,0.4727344,0.3957343,0.016252156,1,0.31,0.3,0.39
"270",10,0.4178516,0.322854,0.008618488,1,0.48,0.14,0.38
"271",1,0.4605469,0.4612001,0.0002879191,1,0.53,0.01,0.46
"272",2,0.5125391,0.4901516,0.004206415,1,0.44,0.06,0.5
"273",3,0.6308984,0.6280702,0.0106602509,1,0.28,0.12,0.6
"274",4,0.45875,0.3943382,0.0153886387,1,0.27,0.35,0.38
"275",5,0.5089844,0.3976755,0.008015235,1,0.33,0.2,0.47
"276",6,0.4398437,0.2998471,0.0218383155,1,0.33,0.34,0.33
"277",7,0.699375,0.6633796,0.0379361392,1,0.06,0.32,0.62
"278",8,0.5082031,0.4312367,0.0078247201,1,0.36,0.16,0.48
"279",9,0.5406641,0.4776496,0.0108491976,1,0.34,0.16,0.5
"280",10,0.6066016,0.5232033,0.012855446,1,0.32,0.13,0.55
"281",1,0.3639062,0.3227667,0.0067936408,1,0.56,0.12,0.32
"282",2,0.2808594,0.1527104,0.0159884584,1,0.49,0.34,0.17
"283",3,0.6987109,0.6185993,0.0043288646,1,0.25,0.06,0.69
"284",4,0.3584375,0.2849797,0.0098442871,1,0.43,0.26,0.31
"285",5,0.5,0.438104,0.0248707503,1,0.24,0.36,0.4
"286",6,0.5758594,0.5020468,0.0323798887,1,0.14,0.42,0.44
"287",7,0.4212891,0.3760412,0.0004186071,1,0.58,0,0.42
"288",8,0.4039844,0.31859,0.0098508159,1,0.49,0.15,0.36
"289",9,0.4383203,0.3863246,0.0235914546,1,0.28,0.4,0.32
"290",10,0.4397266,0.3669612,0.0143462054,1,0.33,0.32,0.35
"291",1,0.6687109,0.6413457,0.016833883,1,0.21,0.16,0.63
"292",2,0.2767188,0.2911361,0.004409474,1,0.65,0.09,0.26
"293",3,0.5323438,0.3763193,0.016267598,1,0.19,0.37,0.44
"294",4,0.6126563,0.5648402,0.004068949,1,0.32,0.08,0.6
"295",5,0.3030078,0.2507546,0.009423409,1,0.48,0.28,0.24
"296",6,0.6464844,0.6329715,0.021694271,1,0.2,0.22,0.58
"297",7,0.3553906,0.4118839,0.005702654,1,0.57,0.1,0.33
"298",8,0.3304297,0.2351187,0.004144219,1,0.59,0.1,0.31
"299",9,0.5162109,0.5241534,0.008592007,1,0.37,0.15,0.48
"300",10,0.5659375,0.5278863,0.010693367,1,0.3,0.17,0.53
"301",1,0.4617188,0.4934998,0.004287547,1,0.49,0.06,0.45
"302",2,0.3309766,0.3240319,0.007139849,1,0.48,0.24,0.28
"303",3,0.5847656,0.4165663,0.019118258,1,0.25,0.24,0.51
"304",4,0.4785937,0.4720271,0.003956886,1,0.41,0.13,0.46
"305",5,0.5532422,0.4424849,0.016178328,1,0.26,0.25,0.49
"306",6,0.4855078,0.4960222,0.015389362,1,0.34,0.25,0.41
"307",7,0.6144922,0.5590591,0.012572728,1,0.25,0.18,0.57
"308",8,0.4733203,0.3581419,0.012763804,1,0.35,0.24,0.41
"309",9,0.5445313,0.5169241,0.019224105,1,0.23,0.3,0.47
"310",10,0.3042578,0.2471085,0.011641243,1,0.46,0.3,0.24
"311",1,0.4355859,0.3116666,0.01960145,1,0.34,0.32,0.34
"312",2,0.6817969,0.6744324,0.01429865,1,0.22,0.13,0.65
"313",3,0.6307031,0.5156968,0.03420116,1,0.1,0.41,0.49
"314",4,0.4044141,0.3768616,0.009181215,1,0.44,0.2,0.36
"315",5,0.6749219,0.6545664,0.02935093,1,0.11,0.28,0.61
"316",6,0.6917188,0.5972347,0.03177725,1,0.1,0.29,0.61
"317",7,0.4846484,0.3648028,0.02940496,1,0.17,0.48,0.35
"318",8,0.4875781,0.3637524,0.02593279,1,0.2,0.45,0.35
"319",9,0.3703906,0.4232889,7.524947e-05,1,0.62,0.01,0.37
"320",10,0.6987109,0.6949247,0.005020747,1,0.27,0.04,0.69
"321",1,0.4459766,0.4044689,0.01551292,1,0.34,0.27,0.39
"322",2,0.409375,0.2880967,0.01180643,1,0.38,0.27,0.35
"323",3,0.3916016,0.3536808,0.01396041,1,0.39,0.29,0.32
"324",4,0.7114453,0.5685229,0.02987375,1,0.12,0.24,0.64
"325",5,0.6702734,0.6176879,0.0353645,1,0.13,0.29,0.58
"326",6,0.5130078,0.4072666,0.03054076,1,0.22,0.4,0.38
"327",7,0.4362109,0.428937,0.01442486,1,0.39,0.25,0.36
"328",8,0.6114063,0.554593,0.01654432,1,0.24,0.2,0.56
"329",9,0.3089453,0.2587429,0.0152313,1,0.5,0.28,0.22
"330",10,0.6698047,0.5317068,0.02735908,1,0.15,0.25,0.6
"331",1,0.6296094,0.534685,0.024065342,1,0.17,0.27,0.56
"332",2,0.346875,0.2995198,0.018284156,1,0.38,0.36,0.26
"333",3,0.2876953,0.339345,0.008289189,1,0.57,0.19,0.24
"334",4,0.6408203,0.6507344,0.019744259,1,0.19,0.23,0.58
"335",5,0.3740234,0.3474645,0.010772653,1,0.47,0.21,0.32
"336",6,0.3690625,0.355768,0.020625068,1,0.36,0.37,0.27
"337",7,0.3339453,0.2769442,0.009368511,1,0.54,0.17,0.29
"338",8,0.3451172,0.2707572,0.008944956,1,0.49,0.22,0.29
"339",9,0.6051953,0.5861593,0.019302956,1,0.2,0.25,0.55
"340",10,0.5115625,0.3873379,0.028694836,1,0.22,0.39,0.39
"341",1,0.4408594,0.3702627,0.014306388,1,0.34,0.3,0.36
"342",2,0.5346875,0.3750481,0.019804941,1,0.23,0.32,0.45
"343",3,0.6506641,0.547293,0.026263175,1,0.19,0.23,0.58
"344",4,0.3187109,0.2651897,0.009263583,1,0.56,0.17,0.27
"345",5,0.5596484,0.5514686,0.026464429,1,0.19,0.35,0.46
"346",6,0.4863281,0.5592195,0.004394014,1,0.46,0.07,0.47
"347",7,0.6094141,0.4253132,0.026088204,1,0.18,0.31,0.51
"348",8,0.6770703,0.6444727,0.027961246,1,0.15,0.26,0.59
"349",9,0.4775,0.393366,0.009459157,1,0.45,0.1,0.45
"350",10,0.5445313,0.3981045,0.025706363,1,0.19,0.37,0.44
"351",1,0.6649609,0.4604925,0.0387314,1,0.12,0.34,0.54
"352",2,0.4439063,0.3769454,0.012159969,1,0.41,0.2,0.39
"353",3,0.4469922,0.4348541,0.01131849,1,0.41,0.2,0.39
"354",4,0.289375,0.2726339,0.004459501,1,0.59,0.15,0.26
"355",5,0.4729687,0.500674,0.006579751,1,0.42,0.14,0.44
"356",6,0.3827344,0.3558998,0.003488429,1,0.57,0.07,0.36
"357",7,0.5310156,0.4860892,0.003566807,1,0.46,0.02,0.52
"358",8,0.5460938,0.5417788,0.008897893,1,0.33,0.17,0.5
"359",9,0.5696875,0.6016271,0.007168599,1,0.36,0.09,0.55
"360",10,0.6775,0.5136622,0.033571774,1,0.12,0.31,0.57
"361",1,0.5974219,0.4895477,0.017554711,1,0.23,0.22,0.55
"362",2,0.3030078,0.2576548,0.010412177,1,0.5,0.26,0.24
"363",3,0.6158984,0.5524478,0.032056116,1,0.12,0.37,0.51
"364",4,0.3373828,0.2997158,0.001149153,1,0.63,0.04,0.33
"365",5,0.5086719,0.5044908,0.008404209,1,0.38,0.14,0.48
"366",6,0.5761719,0.5182288,0.021439864,1,0.26,0.23,0.51
"367",7,0.4659375,0.4977251,0.004987046,1,0.43,0.13,0.44
"368",8,0.534375,0.4533657,0.003531507,1,0.42,0.06,0.52
"369",9,0.6279687,0.5272696,0.030534026,1,0.14,0.33,0.53
"370",10,0.6434766,0.5683518,0.022523025,1,0.16,0.28,0.56
"371",1,0.4972656,0.4152444,0.0321867806,1,0.23,0.41,0.36
"372",2,0.3767578,0.4180158,0.0004166123,1,0.61,0.02,0.37
"373",3,0.7401562,0.6594782,0.0214570779,1,0.11,0.2,0.69
"374",4,0.731875,0.655457,0.0084727849,1,0.15,0.14,0.71
"375",5,0.5654687,0.3845078,0.0227885901,1,0.2,0.31,0.49
"376",6,0.2333594,0.127206,0.0102782177,1,0.54,0.3,0.16
