"","prob.meio","prob.mito","dispersal","euploid","mosaic","aneuploid","weights"
"68",0.79500336688731,0.884419350371801,1,0,0.778,0.222,0.00796202416719937
"69",0.711355350609963,0.843481610768972,1,0,0.778,0.222,0.0114939356002782
"70",0.677966240966572,0.978416678626691,1,0,0.778,0.222,0.00780834700585941
"71",0.406243828740607,0.924772176388837,1,0,0.778,0.222,0.0154330370804425
"72",0.625327717767343,0.517270076548233,1,0,0.778,0.222,0.00756653755694353
"73",0.523421422294434,0.810074318214226,1,0,0.778,0.222,0.00788222170921163
"74",0.0433032187762968,0.718200773009222,1,0,0.779,0.221,0.00992549172742387
"75",0.558115740880099,0.581141470513655,1,0,0.779,0.221,0.00789171075321044
"76",0.619654829531023,0.632922942432158,1,0,0.779,0.221,0.00920968194444649
"77",0.307431604398275,0.612346629009723,1,0,0.779,0.221,0.00899358052358725
